player_id,experiment_group,country,platform,acquisition_channel,age_group,d1_retained,d3_retained,d7_retained,d14_retained,total_active_days,total_sessions,total_levels_completed,total_session_minutes,total_hints_used,total_ads_watched,purchase_count,revenue,is_payer
P00044,Free_Hint,India,Android,TikTok Ads,18-24,0,1,0,0,6,23,46,275.1,2,34,0,0.0,0
P00045,Control,United States,iOS,Meta Ads,35-44,0,0,0,0,3,6,13,19.5,1,7,0,0.0,0
P00046,Free_Hint,Australia,iOS,Organic,35-44,1,0,0,0,2,8,5,126.19999999999999,1,10,0,0.0,0
P00047,Control,United Kingdom,Android,Organic,45+,1,1,1,0,5,6,33,56.4,5,5,0,0.0,0
P00048,Control,United Kingdom,Android,Referral,18-24,0,0,0,0,1,5,1,35.7,0,5,0,0.0,0
P00049,Control,United Kingdom,Android,Google Ads,18-24,0,0,0,0,3,4,17,49.6,1,1,0,0.0,0
P00050,Free_Hint,United Kingdom,Android,TikTok Ads,18-24,0,0,0,0,2,3,15,20.4,1,1,0,0.0,0
P00051,Free_Hint,India,Android,Google Ads,45+,1,1,0,0,8,23,60,194.9,6,18,1,1.87,1
P00052,Free_Hint,India,iOS,Google Ads,25-34,0,0,0,0,5,11,29,80.5,4,18,0,0.0,0
P00053,Daily_Reward,United Kingdom,iOS,TikTok Ads,25-34,0,0,0,0,4,6,28,41.7,6,11,0,0.0,0
P00054,Control,United Kingdom,Android,Meta Ads,35-44,0,1,0,0,4,7,30,80.0,2,14,0,0.0,0
P00055,Daily_Reward,Canada,Android,TikTok Ads,18-24,1,0,0,0,4,11,27,52.5,5,19,0,0.0,0
P00056,Control,United Kingdom,Android,Meta Ads,25-34,1,0,0,0,3,5,17,72.7,2,9,0,0.0,0
P00057,Control,United Kingdom,iOS,Organic,18-24,1,1,0,0,8,19,54,261.4,6,31,0,0.0,0
P00058,Free_Hint,Canada,iOS,Google Ads,25-34,0,0,0,0,2,4,14,20.2,0,5,0,0.0,0
P00059,Free_Hint,India,Android,Organic,35-44,1,0,0,0,4,5,36,31.0,1,5,0,0.0,0
P00060,Daily_Reward,India,Android,TikTok Ads,25-34,0,0,0,0,5,12,23,120.6,5,21,0,0.0,0
P00061,Control,India,Android,TikTok Ads,25-34,0,0,0,0,3,5,16,13.2,3,9,0,0.0,0
P00062,Daily_Reward,Australia,Android,TikTok Ads,45+,0,0,0,0,4,10,27,71.3,6,12,0,0.0,0
P00063,Daily_Reward,India,Android,Organic,35-44,1,0,0,0,2,5,11,52.5,1,12,0,0.0,0
P00064,Control,India,iOS,Meta Ads,25-34,0,0,0,0,2,3,13,25.6,3,4,0,0.0,0
P00065,Free_Hint,United States,Android,Google Ads,18-24,0,0,0,0,6,15,35,124.8,4,21,0,0.0,0
P00066,Free_Hint,Canada,Android,Google Ads,25-34,1,0,0,0,5,12,20,130.4,2,16,0,0.0,0
P00067,Free_Hint,Canada,Android,Meta Ads,18-24,0,0,0,0,1,1,5,8.5,0,1,0,0.0,0
P00068,Daily_Reward,India,Android,TikTok Ads,35-44,0,0,0,0,4,12,23,73.7,7,19,0,0.0,0
P00069,Daily_Reward,India,iOS,Organic,18-24,1,0,1,0,5,6,35,80.9,6,6,0,0.0,0
P00070,Control,India,Android,Google Ads,18-24,0,0,0,0,2,2,12,20.8,4,2,0,0.0,0
P00071,Daily_Reward,Australia,Android,Meta Ads,25-34,0,1,1,0,8,22,52,424.3,3,26,0,0.0,0
P00072,Daily_Reward,India,Android,Organic,18-24,0,0,0,0,4,7,25,67.0,2,5,0,0.0,0
P00073,Control,India,Android,TikTok Ads,18-24,1,0,1,0,6,16,54,265.8,3,18,0,0.0,0
P00074,Free_Hint,India,Android,Organic,18-24,0,0,0,0,3,5,10,33.5,1,6,0,0.0,0
P00075,Control,India,Android,Google Ads,35-44,0,1,0,0,6,21,39,169.2,6,27,0,0.0,0
P00076,Free_Hint,United States,Android,Google Ads,25-34,0,1,0,0,5,14,38,173.8,2,12,0,0.0,0
P00077,Free_Hint,Canada,Android,Referral,25-34,0,0,0,0,2,3,13,24.7,5,7,0,0.0,0
P00078,Free_Hint,Australia,Android,Referral,18-24,0,1,0,1,9,25,59,148.3,8,31,0,0.0,0
P00079,Free_Hint,United States,iOS,Organic,45+,1,1,0,0,8,25,56,371.90000000000003,4,24,0,0.0,0
P00080,Daily_Reward,Canada,Android,TikTok Ads,45+,0,1,0,0,5,13,32,71.5,2,19,0,0.0,0
P00081,Daily_Reward,India,iOS,Organic,35-44,0,0,0,1,5,6,31,70.2,5,12,0,0.0,0
P00082,Free_Hint,India,Android,Referral,35-44,1,0,0,0,3,7,22,30.3,4,12,0,0.0,0
P00083,Free_Hint,India,iOS,Google Ads,18-24,0,0,0,0,5,19,37,189.10000000000002,5,22,0,0.0,0
P00084,Control,India,iOS,Organic,25-34,0,0,0,0,1,1,9,5.7,2,0,0,0.0,0
P00085,Free_Hint,United States,iOS,Meta Ads,35-44,0,0,0,0,4,13,22,97.9,2,26,0,0.0,0
P00086,Free_Hint,United States,Android,Organic,18-24,0,1,1,1,6,14,33,98.5,3,23,0,0.0,0
P00087,Daily_Reward,Australia,Android,TikTok Ads,25-34,1,0,0,0,4,6,34,41.400000000000006,7,6,0,0.0,0
P00088,Free_Hint,India,Android,Referral,25-34,1,0,1,0,4,11,19,103.7,1,15,0,0.0,0
P00089,Daily_Reward,India,Android,Google Ads,45+,1,0,1,0,3,4,17,19.2,2,3,0,0.0,0
P00090,Control,India,Android,Meta Ads,45+,0,0,0,1,2,2,8,11.3,2,2,0,0.0,0
P00091,Daily_Reward,United Kingdom,Android,Organic,25-34,0,0,1,1,8,19,46,200.9,7,28,0,0.0,0
P00092,Daily_Reward,United States,Android,Meta Ads,25-34,1,1,1,0,8,26,75,199.4,8,25,0,0.0,0
P00093,Control,United Kingdom,Android,TikTok Ads,25-34,0,0,0,1,2,4,6,33.8,0,4,0,0.0,0
P00094,Free_Hint,Australia,iOS,Referral,18-24,1,1,0,1,8,18,32,209.0,3,20,0,0.0,0
P00095,Daily_Reward,Australia,Android,Organic,45+,0,0,0,0,2,3,15,13.899999999999999,1,7,0,0.0,0
P00096,Daily_Reward,Canada,iOS,Referral,35-44,0,0,1,0,4,10,17,48.6,2,13,0,0.0,0
P00097,Control,United Kingdom,iOS,Google Ads,18-24,0,0,0,0,1,1,5,25.5,0,0,0,0.0,0
P00098,Free_Hint,India,iOS,Meta Ads,25-34,1,1,0,0,8,25,61,215.3,6,37,3,21.59,1
P00099,Free_Hint,United States,iOS,Organic,25-34,0,0,0,1,4,5,24,52.599999999999994,3,8,1,9.39,1
P00100,Free_Hint,India,iOS,TikTok Ads,35-44,0,1,1,0,5,19,46,250.6,3,28,0,0.0,0
P00101,Control,India,iOS,Google Ads,18-24,0,0,0,0,2,7,18,99.9,1,17,0,0.0,0
P00102,Free_Hint,Canada,Android,Organic,25-34,0,0,0,0,6,18,42,216.0,4,16,0,0.0,0
P00103,Control,India,Android,TikTok Ads,35-44,0,0,0,1,4,9,17,81.8,2,12,0,0.0,0
P00104,Control,India,Android,Meta Ads,35-44,1,0,0,0,4,7,31,52.0,3,9,0,0.0,0
P00105,Free_Hint,United Kingdom,iOS,Google Ads,25-34,0,0,0,0,7,21,39,171.3,7,28,0,0.0,0
P00106,Control,United States,Android,Referral,35-44,0,0,0,0,3,3,13,13.600000000000001,1,2,0,0.0,0
P00107,Daily_Reward,India,Android,Meta Ads,25-34,0,1,0,0,5,18,38,47.1,9,43,0,0.0,0
P00108,Control,Canada,Android,Meta Ads,35-44,0,0,0,0,2,5,16,41.6,2,12,0,0.0,0
P00109,Control,United States,Android,Google Ads,18-24,0,1,0,0,6,8,36,64.0,5,9,0,0.0,0
P00110,Daily_Reward,United States,iOS,Organic,18-24,1,0,0,1,4,13,20,87.9,1,11,0,0.0,0
P00111,Free_Hint,United Kingdom,iOS,Referral,18-24,1,0,0,0,3,12,21,203.70000000000002,4,13,0,0.0,0
P00112,Free_Hint,United Kingdom,iOS,Google Ads,45+,0,0,0,0,9,22,63,227.9,9,20,0,0.0,0
P00113,Control,India,iOS,Referral,25-34,1,1,1,0,5,9,32,68.7,4,14,0,0.0,0
P00114,Daily_Reward,India,Android,Organic,18-24,0,0,0,0,3,6,24,36.1,1,3,0,0.0,0
P00115,Free_Hint,Australia,iOS,Meta Ads,18-24,1,0,0,1,6,21,45,326.0,6,39,0,0.0,0
P00116,Free_Hint,India,Android,Meta Ads,25-34,0,0,0,0,3,9,18,64.8,4,9,0,0.0,0
P00117,Control,United States,Android,Google Ads,45+,0,0,0,0,2,5,9,34.1,0,5,0,0.0,0
P00118,Control,United Kingdom,Android,Organic,25-34,1,0,0,0,4,9,15,88.7,1,15,0,0.0,0
P00119,Free_Hint,India,Android,Meta Ads,25-34,0,0,0,0,3,4,10,20.2,1,12,0,0.0,0
P00120,Daily_Reward,India,Android,Organic,45+,0,1,0,0,3,6,19,64.9,1,7,0,0.0,0
P00121,Daily_Reward,Australia,Android,Referral,18-24,0,0,0,0,4,7,39,73.8,5,11,0,0.0,0
P00122,Daily_Reward,United States,iOS,Organic,35-44,0,0,0,1,4,15,31,230.7,2,11,0,0.0,0
P00123,Control,India,iOS,TikTok Ads,45+,1,0,0,0,2,6,13,111.6,0,9,0,0.0,0
P00124,Free_Hint,Australia,iOS,Google Ads,25-34,1,0,0,0,6,21,37,205.0,3,22,0,0.0,0
P00125,Daily_Reward,India,Android,Meta Ads,45+,0,0,0,0,1,5,4,20.5,0,7,0,0.0,0
P00126,Daily_Reward,United States,Android,Meta Ads,35-44,0,0,0,0,2,5,20,30.200000000000003,6,7,1,5.24,1
P00127,Daily_Reward,United Kingdom,Android,TikTok Ads,25-34,0,0,0,0,2,6,17,69.5,1,6,0,0.0,0
P00128,Control,Canada,Android,Google Ads,45+,0,1,0,0,4,9,32,117.0,5,6,0,0.0,0
P00129,Free_Hint,India,Android,Referral,35-44,0,0,0,0,5,9,29,74.6,4,10,0,0.0,0
P00130,Daily_Reward,Canada,iOS,Google Ads,25-34,1,1,1,0,8,28,88,318.4,5,29,0,0.0,0
P00131,Daily_Reward,India,Android,Referral,18-24,0,0,0,0,4,7,31,44.8,5,16,0,0.0,0
P00132,Free_Hint,Australia,Android,Google Ads,35-44,0,1,0,0,4,6,23,43.7,1,12,0,0.0,0
P00133,Daily_Reward,Australia,Android,Organic,25-34,1,0,0,0,5,15,47,200.0,2,10,1,5.24,1
P00134,Daily_Reward,United States,iOS,Organic,25-34,0,0,0,0,3,6,20,33.9,4,9,0,0.0,0
P00135,Daily_Reward,India,iOS,Meta Ads,35-44,0,1,1,0,8,23,63,224.70000000000002,8,24,0,0.0,0
P00136,Control,India,Android,Referral,18-24,1,1,0,0,4,12,20,120.7,3,12,0,0.0,0
P00137,Free_Hint,Canada,Android,Meta Ads,25-34,0,1,0,0,3,5,12,80.7,2,9,0,0.0,0
P00138,Daily_Reward,United States,iOS,Organic,18-24,0,0,0,0,4,7,19,65.5,2,10,0,0.0,0
P00139,Control,United Kingdom,Android,TikTok Ads,25-34,0,0,0,0,1,2,3,4.3,0,0,0,0.0,0
P00140,Free_Hint,India,iOS,Google Ads,45+,0,0,0,0,4,7,21,80.8,2,11,0,0.0,0
P00141,Control,India,iOS,Google Ads,35-44,0,0,0,1,2,3,10,26.2,3,3,0,0.0,0
P00142,Daily_Reward,United States,iOS,Meta Ads,25-34,0,0,0,0,1,2,6,40.0,0,4,0,0.0,0
P00143,Control,India,Android,Meta Ads,25-34,0,0,0,0,2,5,16,52.599999999999994,2,9,0,0.0,0
P00144,Daily_Reward,Australia,Android,Meta Ads,18-24,0,1,0,0,2,2,10,9.8,0,3,0,0.0,0
P00145,Free_Hint,United Kingdom,iOS,Google Ads,25-34,0,0,0,0,2,3,21,33.5,2,4,1,2.81,1
P00146,Daily_Reward,India,iOS,Google Ads,35-44,1,0,0,0,4,10,27,84.6,2,14,0,0.0,0
P00147,Daily_Reward,India,Android,Referral,35-44,0,0,0,0,2,6,12,19.0,1,9,0,0.0,0
P00148,Daily_Reward,United Kingdom,iOS,Organic,18-24,0,0,0,0,2,2,12,22.0,2,4,0,0.0,0
P00149,Free_Hint,India,iOS,Organic,25-34,1,0,0,1,4,11,25,143.1,5,21,0,0.0,0
P00150,Control,India,Android,Google Ads,25-34,0,0,0,0,2,3,13,15.5,2,3,0,0.0,0
P00151,Control,India,iOS,Organic,45+,0,0,0,0,2,2,6,9.6,1,2,0,0.0,0
P00152,Control,United States,Android,Google Ads,25-34,0,0,0,0,2,4,10,29.200000000000003,2,4,0,0.0,0
P00153,Free_Hint,Canada,Android,Organic,18-24,0,0,0,0,3,10,18,31.6,0,10,0,0.0,0
P00154,Free_Hint,India,iOS,Organic,25-34,1,0,1,0,5,13,31,143.9,3,22,0,0.0,0
P00155,Control,United Kingdom,Android,Google Ads,18-24,0,0,0,0,3,8,25,82.2,1,9,2,10.98,1
P00156,Daily_Reward,United States,Android,TikTok Ads,25-34,0,0,0,1,6,13,38,130.0,3,16,0,0.0,0
P00157,Control,India,Android,Organic,25-34,0,0,0,0,1,2,3,4.3,2,4,0,0.0,0
P00158,Daily_Reward,India,Android,TikTok Ads,25-34,0,0,0,0,2,6,13,25.799999999999997,1,9,0,0.0,0
P00159,Free_Hint,India,iOS,Organic,25-34,0,1,0,1,7,19,67,148.8,6,11,2,5.62,1
P00160,Daily_Reward,India,Android,Organic,35-44,0,1,0,0,3,6,16,56.3,3,10,0,0.0,0
P00161,Free_Hint,India,iOS,Meta Ads,35-44,1,0,0,0,2,8,9,146.2,3,13,0,0.0,0
P00162,Daily_Reward,India,Android,Referral,35-44,1,0,1,1,6,26,51,454.29999999999995,6,25,0,0.0,0
P00163,Control,India,Android,Organic,35-44,0,0,0,0,3,4,7,37.7,1,5,0,0.0,0
P00164,Control,India,Android,TikTok Ads,25-34,0,0,1,0,2,6,10,36.9,2,7,0,0.0,0
P00165,Daily_Reward,India,Android,Google Ads,18-24,0,0,0,0,3,11,10,52.1,1,19,0,0.0,0
P00166,Daily_Reward,United States,Android,TikTok Ads,25-34,0,0,0,0,3,5,21,52.5,3,13,0,0.0,0
P00167,Free_Hint,India,Android,Referral,45+,0,0,1,0,3,8,17,40.300000000000004,6,15,0,0.0,0
P00168,Control,India,iOS,Referral,45+,0,0,0,0,4,4,24,35.1,3,5,0,0.0,0
P00169,Free_Hint,India,Android,Meta Ads,25-34,0,0,0,0,3,6,17,27.0,3,5,0,0.0,0
P00170,Free_Hint,Canada,Android,Organic,25-34,0,0,0,0,4,6,19,64.0,1,9,0,0.0,0
P00171,Control,Australia,Android,TikTok Ads,25-34,0,0,1,0,4,8,28,45.5,0,10,0,0.0,0
P00172,Control,India,iOS,Referral,25-34,1,0,1,0,5,10,40,175.0,5,17,0,0.0,0
P00173,Control,United States,Android,TikTok Ads,25-34,1,0,0,0,5,13,32,86.1,4,23,0,0.0,0
P00174,Free_Hint,India,iOS,Meta Ads,18-24,0,1,1,0,4,6,31,66.9,2,7,0,0.0,0
P00175,Control,United States,Android,TikTok Ads,35-44,1,1,1,0,5,18,29,170.8,3,20,0,0.0,0
P00176,Free_Hint,United States,Android,Referral,35-44,0,0,0,0,3,6,12,38.1,0,6,0,0.0,0
P00177,Free_Hint,Australia,iOS,Organic,45+,1,0,0,0,7,11,57,145.2,6,14,0,0.0,0
P00178,Daily_Reward,India,Android,Organic,25-34,0,0,0,0,3,7,13,16.4,1,12,0,0.0,0
P00179,Control,United States,iOS,Google Ads,35-44,0,0,0,0,5,15,37,208.3,8,17,0,0.0,0
P00180,Free_Hint,Canada,Android,Organic,45+,1,1,1,0,7,28,56,242.79999999999998,3,35,0,0.0,0
P00181,Daily_Reward,India,Android,Meta Ads,45+,0,0,0,0,4,11,14,71.2,4,16,0,0.0,0
P00182,Daily_Reward,India,Android,Referral,25-34,0,1,0,1,6,15,42,292.9,7,17,0,0.0,0
P00183,Daily_Reward,India,Android,TikTok Ads,18-24,1,0,0,0,8,9,55,102.1,5,14,0,0.0,0
P00184,Daily_Reward,Australia,Android,Google Ads,45+,0,0,1,0,4,7,26,65.2,1,10,0,0.0,0
P00185,Daily_Reward,India,Android,Meta Ads,18-24,0,0,1,0,3,8,20,93.2,2,9,0,0.0,0
P00186,Daily_Reward,India,iOS,Meta Ads,35-44,0,1,0,0,4,9,20,52.4,5,11,0,0.0,0
P00187,Daily_Reward,United States,iOS,Organic,25-34,1,0,0,0,3,3,24,24.6,3,5,1,5.24,1
P00188,Control,India,Android,Organic,25-34,1,1,0,0,4,11,22,143.1,1,16,0,0.0,0
P00189,Free_Hint,India,Android,Organic,18-24,0,0,1,0,2,4,9,28.0,0,4,0,0.0,0
P00190,Control,United States,Android,Meta Ads,25-34,0,0,0,1,3,4,10,32.6,2,3,0,0.0,0
P00191,Control,United Kingdom,Android,Organic,18-24,0,0,0,0,1,2,2,1.9,1,2,0,0.0,0
P00192,Free_Hint,Canada,Android,Google Ads,25-34,0,1,0,0,4,12,31,57.2,4,15,0,0.0,0
P00193,Control,India,Android,Organic,25-34,0,0,0,0,4,4,30,36.8,10,7,0,0.0,0
P00194,Control,India,Android,Meta Ads,25-34,1,0,0,0,4,12,28,108.5,6,15,0,0.0,0
P00195,Daily_Reward,India,Android,Organic,45+,0,0,1,0,2,7,11,50.8,1,7,0,0.0,0
P00196,Free_Hint,India,Android,Organic,35-44,0,0,1,0,5,7,32,73.3,4,14,0,0.0,0
P00197,Daily_Reward,Australia,iOS,Google Ads,35-44,0,0,0,0,2,5,14,12.8,1,6,0,0.0,0
P00198,Daily_Reward,United States,Android,Google Ads,18-24,1,0,0,0,3,9,22,50.2,4,12,0,0.0,0
P00199,Control,Canada,iOS,Google Ads,18-24,0,0,1,0,4,7,30,76.39999999999999,7,7,0,0.0,0
P00200,Daily_Reward,Canada,Android,Organic,25-34,1,0,0,0,4,7,27,57.199999999999996,4,12,0,0.0,0
P00201,Free_Hint,United States,Android,Meta Ads,45+,1,0,1,0,7,16,56,126.3,6,19,0,0.0,0
P00202,Daily_Reward,Australia,iOS,Meta Ads,35-44,1,0,1,0,5,13,39,99.1,6,14,0,0.0,0
P00203,Free_Hint,United States,iOS,Google Ads,25-34,0,0,1,0,3,9,18,75.9,4,15,0,0.0,0
P00204,Control,Australia,Android,Meta Ads,35-44,0,0,0,0,2,2,6,6.3,2,1,0,0.0,0
P00205,Free_Hint,India,iOS,Meta Ads,25-34,1,0,0,0,3,5,23,15.899999999999999,4,2,0,0.0,0
P00206,Free_Hint,United States,Android,Google Ads,25-34,0,1,0,0,5,15,39,111.8,6,19,0,0.0,0
P00207,Free_Hint,United Kingdom,iOS,Meta Ads,25-34,0,1,0,0,2,3,9,32.5,1,5,0,0.0,0
P00208,Free_Hint,Canada,iOS,Meta Ads,25-34,1,0,1,0,3,8,16,38.1,0,11,0,0.0,0
P00209,Daily_Reward,United States,Android,Organic,18-24,1,0,1,0,4,9,19,70.0,1,20,0,0.0,0
P00210,Control,India,Android,Organic,18-24,1,0,0,0,4,6,28,42.8,5,14,0,0.0,0
P00211,Free_Hint,United States,iOS,Organic,35-44,0,0,1,0,4,7,29,96.8,3,17,0,0.0,0
P00212,Daily_Reward,United Kingdom,iOS,TikTok Ads,25-34,1,0,1,0,10,30,96,347.3,7,40,0,0.0,0
P00213,Daily_Reward,United States,iOS,Meta Ads,18-24,0,0,0,0,1,4,9,41.5,2,7,0,0.0,0
P00214,Daily_Reward,United States,Android,Google Ads,18-24,0,0,1,0,3,7,24,29.7,5,8,0,0.0,0
P00215,Free_Hint,United States,Android,Referral,25-34,1,0,1,0,4,8,24,136.4,5,8,0,0.0,0
P00216,Control,Australia,iOS,Google Ads,45+,1,1,0,0,5,6,22,62.0,3,11,1,2.99,1
P00217,Daily_Reward,United Kingdom,Android,Organic,45+,0,0,1,0,5,9,45,100.1,3,10,0,0.0,0
P00218,Daily_Reward,India,Android,Google Ads,25-34,0,0,0,0,3,9,19,100.30000000000001,2,16,0,0.0,0
P00219,Control,India,Android,TikTok Ads,35-44,1,0,0,0,2,2,9,17.8,0,2,0,0.0,0
P00220,Control,Australia,Android,Organic,18-24,0,0,0,0,2,2,9,10.8,2,7,0,0.0,0
P00221,Free_Hint,India,Android,Google Ads,18-24,0,0,0,0,3,8,18,74.3,1,10,0,0.0,0
P00222,Daily_Reward,India,iOS,TikTok Ads,18-24,0,1,0,0,6,15,34,155.6,5,25,0,0.0,0
P00223,Daily_Reward,United States,Android,Google Ads,45+,1,0,1,0,6,15,47,101.7,10,23,0,0.0,0
P00224,Control,United Kingdom,Android,Organic,45+,0,1,0,0,3,9,16,93.9,3,11,0,0.0,0
P00225,Daily_Reward,United States,Android,Google Ads,25-34,0,0,0,0,3,8,22,35.2,3,13,0,0.0,0
P00226,Daily_Reward,Australia,Android,Organic,25-34,0,1,0,0,2,8,19,60.0,4,8,0,0.0,0
P00227,Daily_Reward,United States,Android,TikTok Ads,25-34,0,0,0,0,2,2,11,16.1,1,7,0,0.0,0
P00228,Daily_Reward,Canada,iOS,Organic,18-24,0,0,0,0,6,19,55,184.8,7,23,0,0.0,0
P00229,Control,India,Android,Google Ads,25-34,0,0,0,0,2,4,14,65.39999999999999,3,7,0,0.0,0
P00230,Control,India,Android,Google Ads,25-34,0,0,0,0,2,3,12,52.2,1,4,0,0.0,0
P00231,Free_Hint,India,Android,Organic,18-24,0,0,0,0,4,7,35,121.3,3,3,0,0.0,0
P00232,Daily_Reward,United States,Android,Meta Ads,45+,0,0,0,0,2,8,10,169.70000000000002,0,13,0,0.0,0
P00233,Control,United Kingdom,Android,Organic,35-44,0,0,0,1,4,10,17,102.2,1,21,0,0.0,0
P00234,Daily_Reward,India,Android,Organic,35-44,0,0,0,1,4,9,24,102.5,5,14,0,0.0,0
P00235,Daily_Reward,India,Android,Meta Ads,18-24,0,1,1,0,6,12,34,105.19999999999999,7,13,0,0.0,0
P00236,Daily_Reward,Australia,iOS,Organic,35-44,0,0,0,0,3,8,18,44.7,4,15,0,0.0,0
P00237,Free_Hint,United States,Android,TikTok Ads,25-34,1,0,0,0,4,6,22,83.0,5,10,0,0.0,0
P00238,Free_Hint,India,Android,Google Ads,25-34,1,1,0,0,4,6,29,83.2,5,10,0,0.0,0
P00239,Daily_Reward,United States,Android,TikTok Ads,45+,0,0,0,1,5,14,29,128.0,6,20,0,0.0,0
P00240,Control,United States,Android,TikTok Ads,25-34,0,0,0,1,2,2,13,21.0,1,2,0,0.0,0
P00241,Free_Hint,Australia,Android,Google Ads,45+,0,1,0,0,5,10,30,90.19999999999999,3,11,0,0.0,0
P00242,Control,India,Android,Meta Ads,45+,0,0,1,0,2,3,12,21.7,1,4,0,0.0,0
P00243,Daily_Reward,United Kingdom,Android,Meta Ads,18-24,1,0,0,0,9,37,70,378.3,8,37,0,0.0,0
